feature,mean_abs_shap
worst texture,0.922490033635981
radius error,0.8561926089864393
worst radius,0.7377525595016607
worst area,0.7355311308330212
area error,0.7200136891871881
worst concave points,0.7101448188773842
worst symmetry,0.5821284045847114
worst perimeter,0.578375696887519
mean concave points,0.54519398738949
mean compactness,0.5373325669680425
